,i,j,distance,street
473,662,7314,56.990513744411906,Harlem River Drive
474,3764,11789,9.568190344458678,Broadway
475,8737,2748,7.792619916743414,Laight Street (East) / Canal Street (East)
476,2100,19362,5.062202147681843,Columbus Avenue
477,17274,12519,8.364774266173917,9th Avenue
478,9184,9182,8.626364299439409,York Avenue
479,11675,1186,13.261469639071144,Seaman Avenue
480,3523,3524,7.3542030820700806,Hester Street
481,9703,3942,8.239405181411623,Riverside Drive
482,8257,15807,7.09354880650699,Broadway
483,17998,17594,15.601153287412922,East 57th Street
484,1023,3371,8.273143623068938,9th Avenue
485,3071,281,9.018627007575,Central Park West
486,10505,10518,55.18273806805133,Henry Hudson Parkway
487,12119,3490,14.59320154951606,East 34th Street
488,5785,1607,8.043518949252364,Park Avenue
489,1038,1039,7.6092240053223845,Delancey Street
490,1580,2045,7.919912046991715,Battery Place
491,3985,4685,7.992126230275319,Madison Avenue
492,4118,990,3.7735574364383373,Broadway
493,919,13798,8.18835703841281,Broadway
494,3302,9902,3.1599581658715077,Christopher Street
495,4238,4239,11.953489536846963,West 189th Street
496,8850,5895,5.698005001421065,North End Avenue
497,16203,5450,8.000896231465026,Lexington Avenue
498,3139,4025,4.470632454521057,Frederick Douglass Boulevard
499,3633,4966,8.208286931500718,Saint Nicholas Avenue
500,18842,6519,3.8549199309506794,West Houston Street
501,7795,6119,8.559929833809003,12th Avenue
502,7986,1506,7.84069602614683,5th Avenue
503,8174,920,8.165057533814336,Broadway
504,10583,5641,7.135590277893196,Riverside Drive
505,1122,1120,3.855329202265544,Hudson Street
506,6540,1071,6.862525149024852,Broadway
507,3177,3179,1.83401033629569,West 143rd Street
508,11833,11836,16.872291548430642,West 42nd Street
509,1172,5090,8.0414352200228,Broadway
510,14497,18983,15.529030308591969,East 37th Street
511,6124,12573,5.484298380485657,12th Avenue
512,5888,4158,21.642968042769095,East 19th Street
513,14589,8251,1.489669249034233,Vesey Street
514,32,34,15.474682158129498,West 61st Street
515,3127,3129,27.48158641697359,West 48th Street
516,20712,12057,15.228801396373168,East 57th Street
517,1430,1432,7.567296741157008,Waverly Place
518,10645,3899,1.8330281628335676,West 158th Street
519,2108,2109,17.701304503388823,Vermilyea Avenue
520,12064,12493,14.041577905215835,Ludlow Street
521,17812,20345,5.127675580666133,2nd Avenue
522,1136,13172,8.642344164241154,West 10th Street
523,12224,13278,17.89532020642145,West 203rd Street
524,3539,3540,8.251694633416495,East 39th Street
525,8091,9123,4.955584930924158,Essex Street
526,3632,3633,13.410766638476895,West 175th Street
527,8107,20586,3.7162986661463497,Pike Street
528,1608,5784,8.00949365920417,Lexington Avenue
529,1813,15144,7.786405493637787,Park Avenue South
530,1184,5114,7.941629567330086,Manhattan Avenue
531,5549,14947,7.883976466191631,Adam Clayton Powell Jr. Boulevard
532,2508,1677,12.40986522266715,Jumel Place
533,14776,1573,8.929605016645462,2nd Avenue
534,2327,791,39.60295273635654,Convent Avenue
535,987,4966,8.265038792928113,Saint Nicholas Avenue
536,15695,15708,1.7266896682811834,Delancey Street
537,3316,3317,15.450873311560494,East 94th Street
538,3173,2202,7.920087326670557,Convent Avenue
539,1262,1187,4.652081934284338,7th Avenue South
540,3981,3275,7.225594343783135,Pike Slip
541,6549,3660,8.130422328426109,3rd Avenue
542,1078,1079,3.580893042819356,Kenmare Street
543,2562,11528,8.021105749768394,Lexington Avenue
544,3529,3528,0.9058950008544455,Academy Street
545,698,707,7.850939434198772,unknown
546,1215,5199,7.955832254598964,Madison Avenue
547,2445,4667,7.407393461076654,Park Avenue South
548,3144,3145,27.06042202520217,West 150th Street
549,8502,3556,7.263196142340581,Greenwich Street
550,4022,9897,7.959537266108074,Washington Street
551,9557,9535,3.267731595438318,unknown
552,1570,1571,13.158667196091164,West 87th Street
553,11543,11546,31.171475909995923,East 77th Street
554,11453,19961,5.042532928867316,1st Avenue
555,3577,4111,10.855870608386281,Broadway
556,9905,10950,8.470358759011297,Hudson Street
557,4974,4742,7.525859716005535,Riverside Drive
558,17812,17809,13.496754194376592,East 42nd Street
559,1255,4020,7.161611874670555,West 11th Street
560,14084,3132,7.969855783370429,8th Avenue
561,2694,2695,0.5034753309982051,West 206th Street
562,15632,16707,26.041923740749713,West 132nd Street
563,1485,11331,7.9486365830095,Broadway
564,3494,1692,7.792603239746978,Pleasant Avenue
565,8110,12495,1.1050670663817037,Rivington Street
566,3355,1806,7.941212735532184,York Avenue
567,2046,2077,14.95859308248976,Avenue C
568,17295,9825,16.371023166420716,Mercer Street
569,14803,3312,7.907233971471049,5th Avenue
570,8642,8108,14.176261808709745,Chrystie Street
571,21560,4646,8.473870311053517,Lexington Avenue
572,6294,6300,4.8533838134075555,Canal Street
573,5665,6655,6.987853310630484,Prince Street
574,2265,2006,5.168349494523526,East Broadway
575,10386,10388,27.41182768014461,West 53rd Street
576,2893,2944,6.998206897363951,Riverside Drive
577,5003,5005,7.939998067288788,Maiden Lane
578,2123,1424,9.683548030118615,Mac Dougal Street
579,3200,3201,14.347737959712287,East 120th Street
580,20606,12922,3.6418801005612877,Canal Street
581,10123,14084,7.8955274196442105,8th Avenue
582,5025,3447,7.99261452941246,Manhattan Avenue
583,12193,2190,8.27320483133476,Saint Nicholas Avenue
584,5135,11743,13.428289819769951,West 187th Street
585,12279,11273,27.191326603378567,Central Park 102 Center Drive
586,4695,4692,15.456726289573671,Fairview Avenue
587,2553,2555,8.105979766293931,Sullivan Street
588,3442,3443,25.881958264513315,West 121st Street
589,2944,2890,1.7246606642747302,West 95th Street
